Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10192,7,0.2,1.0192
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,1793.98,2,0,843.1706
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,758352,6,0.2,265.4232
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20368,1,0.2,7.3834
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49848,3,0.2,16.8237
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,239.97,3,0,67.1916
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,2404704,6,0.2,150294
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,563024,11,0.2,190.0206
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3,0,10.3473
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,8.64,3,0,4.2336
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,89988,2,0.4,-14998
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,229544,7,0.2,83.2097
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,1824,2,0.2,0.6156
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.8,-46716
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,48816,3,0.2,-11.5938
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1188,1,0.8,-1.9602
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,119.8,5,0.2,29.95
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,61568,2,0.2,4.6176
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,6192,3,0.2,0.4644
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,2214,3,0.7,-1476
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,5.32,2,0,2.6068
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,975.92,4,0,292776
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,2249.91,9,0,517.4793
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,59.92,4,0,16.7776
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,171.2,5,0.2,64.2
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,3.36,2,0,0.8736
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5,0,52532
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3,0,52.9743
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,101.7,6,0,6102
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,1126.02,3,0,56301
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,1263.3,6,0,315825
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,8.82,3,0,2.5578
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0,18.2112
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,4.2,2,0,1176
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,227.28,2,0,2.2728
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,47.9,1,0,22992
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,61.96,2,0,30.3604
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1117.92,4,0,55896
First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,183372,2,0.3,-7.8588
First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,7968,2,0.2,2.8884
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders,26352,8,0.7,-18.4464
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,481.32,4,0,125.1432
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,13.98,1,0,3.6348
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.92,6,0.2,9072
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,91.59,3,0,42.1314
Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,674058,3,0.3,-19.2588
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,22.92,4,0,11.0016
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,269.9,5,0,16194
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,11808,8,0.7,-8.6592
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9588,2,0.4,-2.0774
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,18336,3,0.2,6.6468
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,36288,7,0.2,12.7008
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,111984,2,0.2,6999
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4577
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2508,2,0.7,-1.8392
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2,0,10.4284
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14952,3,0.2,5.4201
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,67144,7,0.2,5.8751
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,254058,3,0.3,-32.6646
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,173.94,3,0,38.2668
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0,67.2742
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2296,2,0.8,-3.9032
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,96.08,2,0,46.1184
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2,0,1.1946
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,629.1,6,0,301968
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,90.48,2,0,23.5248
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,14.88,2,0,3.72
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91275,1,0.5,-67.5435
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3,0,9.3312
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,897.15,3,0,251202
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5,0,16.17
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0,7.0218
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,23.1,2,0,6.93
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,12536,1,0.2,4.2309
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,1.08,2,0.7,-792
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4512,3,0.2,846
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16776,3,0.2,1.6776
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,33.74,7,0,15.5204
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,1325.85,5,0,238653
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,333999,3,0.15,3.9294
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,19.9,5,0,6567
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,1268.82,9,0,266.4522
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0,82.3368
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,5.68,2,0,1.7608
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0,18767
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper,96.08,2,0,46.1184
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,11.68,2,0.2,3942
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,4.36,2,0,1.7876
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0,13.7428
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,117488,7,0.2,41.1208
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,18.84,3,0,6.0288
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,12.42,3,0,5.2164
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2,0,6.2208
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,69.48,1,0,20844
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,85.9,2,0,2577
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,18.06,7,0,4.6956
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,79.14,3,0,36.4044
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,37.4,2,0,14212
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,2512,2,0.8,-4396
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners,18864,9,0.2,6.1308
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,61192,1,0.2,6.1192
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,67.84,1,0,18.3168
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,48712,1,0.2,5.4801
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,17.94,3,0,4.6644
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,242.94,3,0,4.8588
Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,7764,4,0.7,-5176
Second Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Phones,467.04,4,0.2,58.38
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,128.85,3,0,3.8655
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,8.4,2,0,4116
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,199.98,2,0,83.9916
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,110.98,1,0,15.5372
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,207984,2,0.2,-28.5978
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,36112,2,0.2,12.6392
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,35568,2,0.2,5.7798
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,88768,2,0.2,31.0688
Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.9,2,0,6321
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,717.12,9,0.2,152388
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,21.36,5,0.2,7209
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,6688,2,0.2,2.3408
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,773.94,6,0,224.4426
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,20568,3,0.2,1.5426
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,4356,2,0.8,-11.7612
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4,0.2,-1428
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,5.22,2,0,2.4012
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,84.84,3,0,22.9068
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,7.24,5,0.2,1.1765
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.4,5,0,7056
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15552,3,0.2,5.4432
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,1325.76,6,0.2,149148
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,3108,2,0.7,-2.1756
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6672,3,0.2,2.1684
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,689408,4,0.2,77.5584
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1889.99,5,0.8,-2929.4845
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,55936,8,0.2,18.8784
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,18432,8,0.2,5.9904
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,20.32,5,0.2,3556
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52064,4,0.2,18.8732
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,48784,1,0.2,3.6588
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,13092,4,0.7,-10.0372
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,109592,1,0.2,8.2194
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,56.7,5,0,27783
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Accessories,79.99,1,0,28.7964
Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Supplies,69.5,5,0,20155
Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,191.6,4,0,91968
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.56,2,0,5.0688
Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,47.79,3,0,16.2486
